TSNE1,TSNE2,Is_Fraud
-52.546455,78.76237,0
-29.21604,-8.467905,0
4.6927643,23.105366,0
-57.332397,73.15299,0
72.59515,50.853256,1
-50.77343,-58.825676,0
21.001509,-12.836296,0
-74.18061,52.50049,0
34.16557,-5.6186247,0
50.343037,43.752613,0
-39.683,-46.37141,0
41.555435,-3.442414,0
-81.330505,44.77557,0
-57.576424,72.92744,0
19.622253,-12.662434,0
-83.4144,42.846565,0
33.661602,-5.747412,0
-93.869896,32.9389,0
-98.65692,27.568636,0
15.784714,-15.19938,0
-100.14407,25.98178,0
9.089126,26.12322,0
-56.124763,74.5409,0
41.740444,-3.3480947,0
-58.174103,72.392166,0
-22.792048,-25.453838,1
40.78812,-3.5891352,0
-41.247253,-47.475025,0
8.285747,25.575176,0
-83.458916,41.99604,0
2.4929016,103.9953,1
28.00867,-8.312178,0
-42.874554,-48.31719,0
21.02804,-12.868407,0
-40.524017,-46.993633,0
48.79119,42.893566,0
27.088871,-8.575205,0
-8.437773,-37.067524,0
-57.273773,72.99488,0
-55.30594,1.2629136,0
-52.789223,78.34947,0
-4.609425,93.74179,0
-102.154434,23.873274,0
-51.125256,80.26819,0
-97.05456,29.46039,0
-29.15324,-5.7147284,0
-53.563854,77.11778,0
-33.396873,23.228767,1
-38.178997,-45.09215,0
0.9031889,101.42882,0
-50.22912,81.2338,0
-75.75779,50.670258,0
6.0014353,-17.181202,0
55.657684,66.1233,0
-102.66784,23.170603,0
55.822697,66.3751,0
16.11384,-15.140304,0
61.209698,49.364365,0
-51.694725,-60.52836,0
42.481667,36.757572,0
8.981607,31.797289,0
69.041504,-7.058119,1
-78.4671,47.404922,0
31.738192,-9.587797,0
-93.353455,33.443188,0
-78.79773,47.09619,0
71.728035,50.773773,1
-77.70406,48.454594,0
86.96496,-28.770748,1
42.520557,36.741535,0
-91.01512,34.89019,0
16.489233,-14.990278,0
65.128136,50.34181,0
-96.334404,30.292053,0
40.419758,-3.7518244,0
72.93694,-9.085283,0
-51.871017,79.21273,0
-8.798926,-40.954823,1
-75.39276,51.034058,0
7.3327866,-17.114704,0
-101.84712,24.16467,0
-72.51412,48.972122,0
-104.40982,20.762579,0
-7.3827906,-27.201344,1
4.094775,-17.637878,0
17.748346,-14.449997,0
-50.09188,81.301254,0
-51.675896,-60.70778,0
-92.78383,33.68195,0
2.915215,104.56355,1
-82.74614,43.239735,0
13.894096,30.760597,0
-99.31157,26.478834,0
35.819904,-5.2768626,0
63.55028,50.025093,0
-73.58533,53.216732,0
28.027899,-8.471039,0
-7.1237416,88.71823,0
-75.613556,50.488293,0
17.110628,-33.673855,0
-90.98319,34.883144,0
72.12023,-8.48012,0
62.20795,49.685734,0
-8.4033985,86.8542,0
-56.715393,73.694305,0
3.8629067,-17.733982,0
-102.3744,23.481773,0
6.240862,89.812515,1
-57.568737,72.80533,0
71.191444,-7.7266736,0
-12.18186,-45.41799,0
-89.16957,36.128777,0
27.15251,50.310936,1
62.398777,49.727554,0
36.47361,-4.899913,0
50.95373,44.078457,0
5.1772995,-17.504032,0
56.162804,66.87457,0
8.160449,30.732065,0
-97.7818,28.436811,0
-39.931793,-46.634323,0
-53.196865,77.42004,0
-97.62066,28.620205,0
-51.473137,79.79912,0
4.0585303,-17.677446,0
4.4252167,22.822275,0
-33.88025,22.910784,1
-98.91411,26.930317,0
-5.7516313,91.29659,0
-10.384566,84.03343,0
-40.50357,-47.09882,0
-42.611362,-48.218853,0
8.7788925,25.87725,0
-73.4922,53.43079,0
-97.72665,28.465313,0
-1.2313863,98.12966,0
31.671041,-6.73352,0
-104.18527,20.993475,0
-43.14345,-48.315746,0
-103.97285,21.274242,0
-57.535816,72.66037,0
-12.440769,-45.47614,0
31.792412,-6.742043,0
-5.429986,91.84281,0
33.77023,-5.8408694,0
5.980028,-17.366426,0
29.197292,-7.8321943,0
-34.908558,25.237087,1
42.9051,48.420856,1
62.17833,49.65385,0
-38.1384,-45.268524,0
50.535667,43.788193,0
-10.444863,-42.13439,0
-83.83891,42.05346,0
-55.353718,1.2593422,0
-51.671776,-61.857388,0
68.208496,51.40431,0
48.831436,42.77378,0
15.412548,-15.511701,0
19.387028,-13.940481,0
28.873446,-8.243324,0
-77.20765,48.647446,0
-40.25649,-46.942375,0
-84.29685,41.37712,0
-98.88105,26.863932,0
3.8519685,22.363735,0
-50.36242,80.86751,0
-97.5297,28.603573,0
79.95537,-17.450455,1
41.590523,-3.6058488,0
-3.3830004,17.64222,0
35.88555,-5.40193,0
70.959496,-7.443922,0
31.908972,-6.682625,0
-29.177296,-6.4160686,0
-57.200993,72.669785,0
-73.90733,52.384117,0
-92.14063,33.967793,0
-73.52845,53.180454,0
-75.70989,39.81578,0
8.852987,30.60964,0
-53.15654,76.78375,0
19.79622,-13.690399,0
-101.7035,24.168282,0
15.268995,31.906979,0
-94.27693,32.30372,0
42.225998,36.363056,0
16.229475,-15.370907,0
56.824078,67.76308,0
15.675639,32.18367,0
49.409916,43.091774,0
-73.690994,41.797356,0
-3.9107597,17.316889,0
16.521076,-15.207529,0
-104.60971,20.130966,0
-49.512573,-57.2359,0
41.64887,-3.645201,0
-5.244939,92.02286,0
-91.74204,34.145866,0
1.130534,20.168736,0
73.16281,-9.200552,0
-50.169636,-58.54705,0
60.144054,49.009945,0
29.417158,-8.13131,0
-27.945152,-10.092905,1
28.872055,-8.191369,0
-74.230896,40.592735,0
-8.549393,86.58871,0
19.02609,-14.175127,0
-97.125854,28.90306,0
34.77184,-5.763591,0
-104.29288,20.585567,0
64.61042,50.12504,0
-104.45703,20.303335,0
-50.960968,80.052414,0
-59.58286,70.97806,0
-51.470688,-60.5073,0
-2.954749,18.575857,0
37.550514,-4.805235,0
-92.101395,33.908146,0
-8.82279,-41.008034,0
28.925177,-7.9526196,0
-24.122559,-13.680849,1
-89.206375,35.612995,0
-8.230606,87.033264,0
64.23039,50.069103,0
-76.682144,48.99101,0
-51.618202,-62.002724,0
-9.258651,85.7644,0
-51.982437,78.56342,0
1.5220466,102.23028,1
34.364704,-5.882403,0
28.228355,-8.613058,0
-103.71024,21.131535,0
6.0512733,-17.467863,0
-6.7241774,89.28657,0
-9.997911,84.476326,0
56.514755,47.345524,0
19.507885,-14.003393,0
-9.741981,-27.18782,1
-39.843185,-46.72311,0
37.535793,-4.7626257,0
-49.777206,81.189865,0
-103.734764,21.111635,0
16.073122,32.341324,0
18.087595,-14.765952,0
-26.058674,-11.265007,1
71.30562,50.738377,1
-49.38905,-57.131935,0
34.829475,-5.838565,0
-24.809675,-12.693865,1
-101.60492,24.124289,0
-82.33902,43.06239,0
-50.899673,80.19103,0
-40.55595,-47.391205,0
109.8112,8.672513,1
56.23421,67.01154,0
-76.019806,49.619396,0
86.63186,-23.742891,0
82.69939,-16.489607,0
74.89652,-10.418489,0
-59.71105,70.87711,0
-91.580826,33.91278,0
-76.73448,48.819454,0
39.256752,-4.4948516,0
-74.21989,51.69599,0
58.813225,70.81129,1
41.689495,35.655792,0
107.37791,8.103229,1
15.588937,32.075867,0
-10.306047,-26.279459,1
8.642118,-17.484756,0
65.09207,50.204998,0
-51.146515,79.5609,0
37.153904,-5.0817456,0
-5.173953,92.004105,0
8.108957,25.291574,0
49.185234,42.875088,0
-37.975563,-45.321842,0
13.03687,29.62464,0
-51.845543,77.93201,0
-89.487564,35.43206,0
-73.913315,51.942223,0
-90.53232,26.74837,0
-55.84819,74.41577,0
-91.67846,34.087757,0
-8.965434,-41.38333,0
-5.0703974,92.15434,0
-73.90079,51.9618,0
-92.03254,33.813675,0
-90.7808,34.702076,0
-0.24503815,19.064272,0
15.786309,-31.151747,0
-104.660385,19.715523,0
71.143394,-7.59885,0
-52.240616,78.1064,0
-13.467342,80.154335,0
-11.830204,82.00985,0
-98.24734,27.053041,0
89.13309,-30.765673,1
-59.317547,71.05453,0
-10.752331,-42.05262,0
-42.53121,-48.832325,0
-91.695755,34.118526,0
8.425531,-17.659487,0
-50.81619,79.93219,0
41.75086,35.688385,0
3.6036282,105.12523,1
3.533439,-17.992678,0
-49.850567,-58.884983,0
21.456007,-13.179449,0
-96.21768,29.622892,0
-42.456608,-48.42365,0
59.500603,48.796432,0
1.8294508,102.57667,1
-73.83969,51.921898,0
-10.790883,83.249344,0
0.98835486,101.27597,0
50.596905,43.724403,0
-75.95165,49.50755,0
-77.63809,47.592113,0
-99.41302,25.394632,0
-1.3858242,97.58428,0
-76.57334,48.77153,0
-79.73197,45.04992,0
8.102337,25.248066,0
-41.215614,-48.131973,0
-8.209085,86.948975,0
5.6690674,89.63132,0
-52.10869,77.529816,0
-98.78699,26.177736,0
-42.443924,-48.438564,0
-12.780488,81.03776,0
-59.040447,71.19353,0
6.639754,90.04108,1
-59.696728,70.83702,0
-9.616043,84.92004,0
69.74478,51.545696,1
-73.499466,52.51659,0
-96.8345,28.76646,0
-51.633575,78.347984,0
13.929036,30.684063,0
71.86131,50.605835,1
50.910885,43.948673,0
20.246437,-13.933824,0
-25.530573,-5.8747835,0
74.77302,-10.310875,0
-38.715427,-46.27671,0
43.17177,48.495453,1
68.3045,51.79899,1
-51.501797,-62.578335,0
-49.402573,-57.94952,0
-102.8613,21.637106,0
61.8895,49.42916,0
-103.63318,20.97902,0
3.1801515,104.4801,1
-49.962162,-59.134285,0
-95.91105,29.578869,0
-81.22581,43.6093,0
36.12596,-5.8349667,0
-97.36159,27.960474,0
-49.700684,80.97567,0
-53.0242,76.125404,0
41.53651,-3.9622653,0
31.509691,-6.9988017,0
-96.75761,28.751665,0
-102.45887,22.041656,0
17.218649,-15.378773,0
-90.51093,27.036007,0
75.65784,-10.93335,0
87.188965,-27.269896,0
-1.2724882,97.72621,0
30.751684,-7.377289,0
-53.656895,1.636751,0
9.863204,32.941605,1
-6.508356,89.52131,0
16.833065,-33.37466,1
41.463623,-3.9328701,0
-4.1609898,17.0345,0
-103.15838,21.265902,0
-57.205032,72.23708,0
-77.44202,47.63627,0
-89.60968,27.154118,0
3.5157654,104.966965,1
14.731755,31.516548,0
-52.09083,77.46488,0
-11.504232,-34.96641,0
15.234614,-16.092937,0
49.95701,43.186413,0
-2.3788297,17.983515,0
21.797443,-13.095489,0
86.78039,-24.636698,0
75.86049,-11.224044,0
21.577257,-13.362847,0
78.12965,-12.8663025,1
2.9319942,104.02544,1
-8.870934,-37.86413,0
-35.210392,24.758753,0
-59.658485,70.81759,0
-13.178672,80.47614,0
-82.26242,42.049553,0
-41.174435,-48.349407,0
-9.546854,84.97234,0
4.248517,-18.234919,0
-73.365616,52.83195,0
8.614525,25.610502,0
86.47339,-21.870838,0
16.194174,-32.14144,0
-22.471733,-9.630872,1
-74.21022,41.143776,0
10.408418,-17.672379,0
41.484173,-3.9796274,0
-88.71954,27.861135,0
-52.91853,76.0211,0
-93.23878,32.051983,0
-37.747902,-45.49782,0
28.633163,-9.125819,0
8.940864,-17.825583,0
3.4894714,85.304726,1
-49.431107,-58.35936,0
-49.24359,-57.98106,0
-92.84753,32.327477,0
-25.41943,-27.562138,1
61.055046,49.020077,0
73.19159,-9.158287,0
-42.587036,-50.556683,0
16.177505,32.336525,0
54.260612,64.04434,0
13.256602,32.08344,0
4.406822,22.59555,0
39.479523,-4.676836,0
4.635081,85.70956,1
-42.78986,-50.704914,0
58.791027,70.8288,1
-42.6386,-48.563652,0
-14.062217,79.39121,0
3.2532778,-18.096914,0
-48.770374,-57.23782,0
8.9180565,-17.841223,0
-29.152058,-5.181755,0
30.364065,-8.002097,0
-57.741318,71.73007,0
-33.89826,23.640127,1
-104.27406,19.81305,0
-41.13748,-48.473316,0
50.33197,43.390797,0
-6.6104236,89.208626,0
6.6929803,85.45907,1
-59.456593,70.86023,0
55.94607,66.649185,0
-57.15363,72.01277,0
31.454775,-7.125911,0
5.0659175,-18.372334,0
30.603172,52.755466,1
-88.622185,35.39785,0
-54.36085,1.0683631,0
-49.30868,81.0316,0
5.8779473,89.10688,0
-28.996542,-6.909778,0
1.36023,101.62745,1
72.10751,50.538376,1
-86.68194,36.276802,0
3.0159488,103.99086,1
-49.439182,80.924576,0
73.47249,50.597645,1
-49.726303,-59.29211,0
-80.18425,44.058807,0
1.5332674,21.763636,0
-51.22738,78.10365,0
-6.0063667,90.3497,0
-51.35896,-62.688683,0
86.54179,-22.716805,0
15.577381,-16.24902,0
4.6326923,-18.446966,0
87.22769,-27.014767,0
-2.8354304,17.716162,0
-98.73851,25.173737,0
39.96869,-4.603964,0
29.701635,-8.490176,0
-103.008,21.123053,0
-34.740826,25.272884,0
-90.943924,33.923782,0
4.6444955,-18.68553,0
36.766167,-5.8595104,0
58.88777,71.003426,1
68.76831,-3.8323064,1
-80.69514,43.714577,0
1.3883828,20.085413,0
28.293608,-10.0708,0
16.123304,-16.064802,0
21.964315,-13.213562,0
17.090391,-15.640485,0
-88.92486,35.158985,0
-24.16936,-12.253541,1
-75.007385,40.245083,0
-22.122705,-26.769196,1
-41.957893,-48.674675,0
-83.64576,40.314278,0
-96.680565,28.265867,0
-25.483822,-27.513414,1
3.1477978,104.11503,1
-50.45226,79.56641,0
86.49916,-21.185856,0
-74.58605,50.19017,0
41.985126,35.710896,0
-104.42079,19.542646,0
21.572353,-13.711661,0
-104.20257,19.700256,0
-75.975006,48.862198,0
1.0651956,101.109924,0
16.396858,-15.994411,0
-51.309174,-62.72149,0
-74.5325,50.448338,0
-95.18425,29.460108,0
58.668556,70.15763,0
71.55624,-7.910973,0
42.200245,-4.097882,0
-12.380388,-16.300678,1
-11.471522,-33.98379,1
-74.88572,49.676357,0
-73.12919,52.26448,0
8.234292,-18.22851,0
4.368391,85.80616,0
-51.420193,77.70548,0
-52.765038,75.88461,0
-73.79627,50.870155,0
41.001194,-4.490477,0
-98.32396,25.293398,0
-8.337689,86.59409,0
-88.98227,34.99855,0
-91.97103,32.192432,0
9.659966,26.196604,0
8.142415,-18.152077,0
-3.4460957,17.435892,0
8.572897,-18.059523,0
41.643486,35.366795,0
-48.96616,-58.01488,0
-49.17062,-58.392593,0
27.693615,-10.729804,0
21.624378,-13.791402,0
35.029404,-7.140722,0
48.802025,42.212807,0
-26.518044,-5.599679,0
-45.732193,79.040405,0
40.02144,-4.686181,0
-76.46509,48.098637,0
40.983543,-4.5041447,0
-29.074196,-8.602372,0
15.8326235,-16.46374,0
10.231389,26.420515,0
-76.180916,48.464592,0
3.6479604,-18.29977,0
-1.3438518,18.293129,0
38.500385,-5.2048235,0
-8.967208,85.76861,0
-58.365932,70.953476,0
8.193407,-18.232702,0
50.7165,43.57108,0
8.218279,-18.26214,0
-89.63295,27.408169,0
69.172554,-7.2941375,1
41.29876,-4.346111,0
-88.946106,34.942596,0
18.409502,-15.144198,0
-85.50282,36.739014,0
-10.957872,82.660774,0
86.73823,-24.169977,0
3.889792,-18.40223,0
-14.329709,-28.416397,1
4.8237357,22.752346,0
-81.77524,41.531628,0
-48.20559,-56.925987,0
-12.402045,-16.381313,1
38.539196,-5.2380443,0
82.11598,-16.318918,0
-48.537685,-57.629395,0
0.8171786,21.265238,0
-42.25298,-48.740547,0
108.18123,8.371548,1
-98.75045,24.560457,0
109.6329,3.8701828,1
39.56886,-4.891114,0
17.108444,-33.653282,0
-79.76026,44.12388,0
6.5567107,-18.892233,0
-82.2937,40.789825,0
-27.536104,-5.8851485,1
-79.840454,44.124294,0
-4.375512,16.75453,0
-99.8595,21.740654,0
-90.097786,33.702194,0
-57.67181,71.28698,0
-52.025482,76.50673,0
55.90978,46.770554,0
-98.4834,24.792645,0
-77.12138,47.350502,0
-47.977814,-56.705917,0
-0.33768362,18.856375,0
-50.715313,77.89707,0
3.7379575,104.92329,1
-76.38604,48.03482,0
-104.525345,18.963728,0
-45.565735,78.863434,0
40.049595,-4.7609086,0
40.399925,-4.6327505,0
49.32864,42.47736,0
-83.177376,40.283154,0
-48.1266,-56.95401,0
65.48257,49.958908,0
4.159455,-18.574364,0
70.616165,-6.8036933,0
-23.82808,-11.707195,1
-49.502476,-60.141006,0
-50.298573,78.765045,0
49.44574,42.592754,0
-90.11473,27.01962,0
-90.137825,33.938797,0
28.351154,-10.468558,0
-35.334393,24.742281,0
-80.30235,43.346615,0
4.5253386,22.500546,0
43.76968,37.019547,0
28.084358,-10.181567,0
40.440987,-4.6595044,0
-102.320595,21.102636,0
-8.2638855,-36.916172,1
15.578614,31.801266,0
-8.261502,-37.28345,0
-101.32155,21.499311,0
59.54095,48.466423,0
-79.533356,44.27781,0
-49.141033,-59.224716,0
36.0609,-7.0290647,0
7.5021396,24.469446,0
-91.0845,32.893387,0
-76.775826,39.511185,0
-94.95951,29.073069,0
-48.92557,-58.456303,0
56.572647,47.15362,0
-8.537533,-37.059723,1
-57.14888,71.078476,0
-92.351166,31.4849,0
-9.623281,-39.60099,0
28.066439,-10.844727,0
-8.254219,-26.807299,1
-40.654533,-49.021477,0
-92.38698,31.434906,0
-74.31881,40.692146,0
-10.039799,-39.64529,0
-83.50138,40.01374,0
9.670306,-18.118795,0
-101.42846,21.290787,0
-81.002914,41.88706,0
10.082415,-18.069443,0
-36.577606,-46.48931,0
-58.591938,70.692055,0
21.904434,-13.969788,0
74.94921,-10.363688,0
-4.0389333,16.974842,0
-7.926958,-36.176136,0
-50.32107,78.058754,0
-42.79619,-50.77249,0
-103.78347,19.523151,0
-72.80434,51.9546,0
21.659773,-14.229217,0
-86.68387,35.76049,0
-72.80933,51.768467,0
75.44689,-10.688585,0
-52.25739,75.25395,0
-93.615875,29.87,0
80.321976,-17.227432,0
-75.205376,49.15071,0
-86.768585,35.67249,0
48.976173,42.138763,0
74.19779,-9.821777,0
6.0188007,88.35243,1
40.10346,-4.859067,0
16.139303,-16.93347,0
-48.77932,80.88681,0
-103.76998,19.490746,0
-6.626652,88.40219,0
-48.778553,80.869194,0
20.880062,-14.723355,0
-58.57421,70.66629,0
-48.217186,-57.645996,0
-51.32654,-63.377136,0
-28.974653,-6.1097016,0
11.813552,27.105982,0
-79.801994,44.002617,0
-3.8411036,17.157387,0
-48.76421,80.86104,0
59.090088,48.387714,0
-103.45665,19.670645,0
-91.83667,31.888254,0
-55.593372,1.2577935,0
16.754051,-16.926752,0
28.69816,-10.332151,0
-24.783623,-13.8965645,1
54.14606,63.869267,0
109.30236,3.925028,1
-74.31226,40.8551,0
-52.25126,74.904816,0
-99.86642,21.675755,0
86.66303,-23.226343,0
7.002099,24.004318,0
-50.928856,-63.126434,0
30.483208,-8.564666,0
36.070614,-7.315208,0
42.057365,-4.324008,0
7.701678,-18.80487,0
-22.409704,-26.473616,1
8.251919,25.014202,0
-57.885654,70.799644,0
-51.39491,76.660255,0
30.554146,-8.513098,0
-98.53352,24.094742,0
35.875008,-7.4797626,0
-12.112851,-32.31556,1
16.154408,32.07432,0
6.3843746,87.98377,1
36.450794,-7.0267806,0
27.781418,-11.233696,0
-36.418293,-46.519905,0
22.332693,-13.891841,0
-8.158625,-26.573326,1
8.082851,24.852217,0
1.4824032,19.971088,0
-9.315569,-36.70322,1
-49.052,-60.449062,0
5.90482,88.27798,0
7.787199,-18.993319,0
84.11007,-16.730572,0
-76.386284,39.514942,0
-76.42539,47.60534,0
75.09035,-10.431567,0
10.187377,-18.202183,0
9.146304,25.72181,0
55.796326,46.609478,0
-93.10975,30.246798,0
-4.2416277,16.743465,0
-100.58865,21.325882,0
-99.71307,21.775812,0
54.42298,64.47182,0
9.457809,-18.376925,0
-9.718047,84.26898,0
73.88229,50.409256,1
-93.68542,29.781961,0
-51.69571,-63.73434,0
-48.771935,80.609406,0
-80.58032,42.106476,0
-81.98901,40.5512,0
-50.76108,-63.23109,0
-88.61404,27.816225,0
-40.74427,-49.27645,0
1.7934808,21.878086,0
-0.3743375,18.767412,0
8.826761,-18.495335,0
-36.229485,-46.464897,0
6.699721,-19.39028,0
-4.2086573,92.07659,0
59.682404,48.32037,0
7.8990088,24.658615,0
-25.004065,-15.840559,1
-9.2604685,85.033806,0
28.44438,-11.063134,0
-87.187004,35.117645,0
59.986042,48.285004,0
82.45778,-16.42243,1
55.43344,46.39622,0
68.830925,-3.846662,1
-40.554672,-49.469353,0
31.875341,-9.635433,0
27.328302,-11.539289,0
